2.150590419769287109e-01,7.408153486251831055e+01,1.886626013040542603e+03
1.890130043029785156e-01,8.090447711944580078e+01,1.968306725978851318e+03
1.874370574951171875e-01,8.212976598739624023e+01,1.878965799093246460e+03
1.768891811370849609e-01,7.540498900413513184e+01,1.654014816999435425e+03
1.538059711456298828e-01,7.835922288894653320e+01,1.673749464035034180e+03
1.634089946746826172e-01,7.802239608764648438e+01,1.800843803882598877e+03
1.610579490661621094e-01,7.903881192207336426e+01,1.628965026855468750e+03
1.678862571716308594e-01,7.641080808639526367e+01,1.552544350385665894e+03
1.653459072113037109e-01,7.544457817077636719e+01,1.592390738964080811e+03
1.744401454925537109e-01,8.241670703887939453e+01,1.489816291093826294e+03
